driver,segment_value,offers,purchases,conversion_rate,revenue,avg_price,cr_lift_vs_product,revenue_share
route_direction,AREA_D_TO_AREA_C,3969,22,0.005542957923910304,494.2273624,19.84948321398337,0.8622998730253311,0.011380972044576585
route_direction,AREA_B_TO_AREA_C,53328,228,0.004275427542754276,4192.6021454,19.194740490620312,0.6651143086154289,0.0965464307340609
origin_area,AREA_D,4537,36,0.00793475865109103,748.4692405,19.11538593240026,1.234384505754217,0.017228095814489607
origin_area,AREA_C,220212,1488,0.006757124952318675,35054.7296015,21.92247230293581,1.05118387481647,0.8068818431632891
origin_area,AREA_B,73628,394,0.0053512250774162004,7641.488752,19.88455857903787,0.8324726198770666,0.17589006102222127
destination_area,AREA_D,8208,99,0.01206140350877193,2330.2415308,22.44545958731725,1.8763531776521596,0.05363697289244225
destination_area,AREA_B,113143,879,0.007768929584684868,21303.5798965,26.367760131602484,1.2085870191290495,0.49036098718413085
destination_area,AREA_C,177026,940,0.005309954469964864,19810.8661667,18.137552895869533,0.8260522861755508,0.456002039923427
is_hub_caj_route,0,43157,729,0.01689181361076998,16194.0242849,20.630481410297286,2.627804311647922,0.3727503909393171
is_hub_caj_route,1,255220,1189,0.004658725805187681,27250.6633091,21.50312894593919,0.7247427682870098,0.6272496090606828
first_booking_class,C,4787,57,0.011907248798830166,1422.015962,21.745854547545438,1.8523718325592016,0.03275424559005371
first_booking_class,P,1918,14,0.0072992700729927005,396.72101269999996,30.46139204332638,1.135523621777551,0.009137940661674946
first_booking_class,Y,291513,1845,0.0063290487902769345,41595.9696193,21.31361621551457,0.9845894634496668,0.9581078137482714
first_rbd,D,545,12,0.022018348623853212,256.624511,20.858130626972475,3.4253226315638425,0.005909574058353653
first_rbd,F,1369,20,0.014609203798392988,620.7827313,23.036061688750912,2.2727061531559465,0.014295444774425334
first_rbd,Z,967,13,0.01344364012409514,315.6536736,23.27397081985522,2.0913832165313533,0.007268903323621303
first_rbd,A,451,6,0.013303769401330377,208.3555293,30.44197995476718,2.0696239847032087,0.004798031279505583
first_rbd,C,412,4,0.009708737864077669,85.6445812,21.97873012330097,1.510356661975966,0.0019722316988578033
first_rbd,L,39778,369,0.00927648448891347,8709.8411286,21.99653217971492,1.443112415197359,0.2005710638683156
first_rbd,V,27817,224,0.008052629686882123,4892.3462647,19.962800495535106,1.2527213180828087,0.11266142293927066
first_rbd,Y,951,7,0.007360672975814932,168.29705859999999,21.883610190851734,1.1450758709617999,0.0038755609420324804
first_rbd,W,31524,232,0.007359472148204543,5051.9479767,20.85274569686271,1.1448890621297325,0.11633674659884126
first_rbd,M,1996,13,0.006513026052104208,227.0808053,19.117221998997994,1.0132102056041175,0.005229238746219908
first_rbd,H,7142,45,0.0063007560907308875,874.2999258,16.49960485523663,0.9801880605234672,0.02013346324789764
first_rbd,U,38227,234,0.006121327857273655,5653.6310978,22.162911214181076,0.9522749958653501,0.1301923637023915
first_rbd,R,1209,7,0.005789909015715467,168.8906824,30.710107949627787,0.9007172483744182,0.0038892309683102953
first_rbd,S,25730,145,0.005635445005829771,3148.2842516,20.272079668884572,0.8766877864986807,0.07249899422732346
first_rbd,I,1498,8,0.0053404539385847796,143.3104649,19.814969840520693,0.8307969889640828,0.003300167245768826
first_rbd,T,20223,107,0.005291005291005291,2029.5248197,18.70238572326559,0.8231044242514524,0.04673609383042915
first_rbd,K,10688,56,0.005239520958083832,1090.6218351,17.50420099510666,0.815095174614275,0.02511494509649944
first_rbd,O,66395,319,0.004804578658031479,7916.9010708,24.95572394282702,0.7474326205669752,0.18231116352931673
first_rbd,Q,15605,73,0.004677987824415251,1431.5280767,16.676585220378083,0.7277392977505471,0.03296536699828809
first_rbd,E,4531,20,0.004414036636504083,366.4950251,17.021933989494592,0.6866772729354426,0.00843968288300657
first_rbd,B,1029,3,0.0029154518950437317,65.1512828,21.788478848688047,0.45354733581202483,0.0015003100413247066
BROWSER_TYPE,google,134639,966,0.0071747413453754115,22263.5012753,21.575652919045,1.1161510940610424,0.5130984534127637
BROWSER_TYPE,other,2119,14,0.0066068900424728644,371.3797866,21.923778358282206,1.0278123202309313,0.008559048811636412
BROWSER_TYPE,opera,2559,16,0.0062524423602969914,337.7038425,23.324999079953106,0.9726720511670154,0.007782932125349752
BROWSER_TYPE,apple,102955,643,0.006245447039968918,14151.6581746,21.022113943171288,0.9715838120150188,0.3261478880983202
BROWSER_TYPE,microsoft,28593,161,0.005630748784667576,3562.8619479,21.68033423918092,0.8759572107000821,0.08211192536992558
BROWSER_TYPE,mozilla,16732,85,0.005080086062634473,2052.4187395999998,21.663434426930433,0.7902924082954569,0.04730131474030439
BROWSER_TYPE,samsung,10573,31,0.0029319965951007283,650.7868595,20.471435898808284,0.45612114080102717,0.014998437441700192
FIRST_TOUCH_CHANNEL,Referrals,919,7,0.007616974972796518,200.21097650000002,20.598123776387375,1.1849479361095447,0.004610683731093637
FIRST_TOUCH_CHANNEL,Organic Search,18755,135,0.007198080511863503,2704.5191952,21.454112639173555,1.1197818920168388,0.06228271232541087
FIRST_TOUCH_CHANNEL,Paid Search,88397,609,0.006889374073780785,14058.9958979,21.698750612974422,1.071757439005469,0.32376638281847503
FIRST_TOUCH_CHANNEL,MetaSearches,25854,173,0.006691421056703025,3815.9795385,20.40401257726464,1.0409625342210003,0.087878672208305
FIRST_TOUCH_CHANNEL,Direct,148875,918,0.00616624685138539,20667.0408648,21.231080336049708,0.9592628971719597,0.4759438805553238
FIRST_TOUCH_CHANNEL,Paid MetaSearches,2419,14,0.005787515502273667,289.5723451,23.260882169946257,0.9003448973002659,0.006668597915395524
FIRST_TOUCH_CHANNEL,Affiliate,1147,6,0.0052310374891020054,284.1504954,24.58810330531822,0.8137754290332582,0.00654373745748639
FIRST_TOUCH_CHANNEL,Email,7805,40,0.005124919923126201,1085.0684973,22.317619010403586,0.7972670656426625,0.02498817874565099
FIRST_TOUCH_CHANNEL,Internal,3051,13,0.0042608980662078005,282.9354083,21.64365309993445,0.6628540053706387,0.006515755064004423
FIRST_TOUCH_CHANNEL,Display,596,2,0.003355704697986577,34.799375,23.48459949681208,0.5220360274614917,0.0008013991788543453
FIRST_TOUCH_CHANNEL,Partners,371,0,0.0,0.0,19.957863368733154,0.0,0.0
LAST_TOUCH_CHANNEL,Paid MetaSearches,3107,24,0.007724493080141615,593.2139169,22.945837800160927,1.2016741771498514,0.013661197820036415
LAST_TOUCH_CHANNEL,Organic Search,35017,249,0.00711083188165748,5460.0245073,21.503936347614015,1.1062089073792045,0.1257395903424938
LAST_TOUCH_CHANNEL,Paid Search,97962,688,0.007023131418305057,15599.7875876,21.491433519445295,1.0925656325336852,0.35924946821616327
LAST_TOUCH_CHANNEL,MetaSearches,31211,198,0.006343917208676428,4306.2027242,20.72918234359681,0.9869024947722871,0.09916808354041487
LAST_TOUCH_CHANNEL,Email,14554,89,0.006115157345059777,2142.5818858,21.59183640041226,0.9513150694196565,0.049341787428892454
LAST_TOUCH_CHANNEL,Referrals,3638,22,0.006047278724573941,501.0334777,21.61848040890599,0.940755413974035,0.011538362904716446
LAST_TOUCH_CHANNEL,Direct,105378,617,0.005855112072728653,14045.2230548,21.28693024026362,0.9108606751431477,0.32344920628438983
LAST_TOUCH_CHANNEL,Internal,1755,9,0.005128205128205128,205.3060333,21.56473441213675,0.7977781342744847,0.004728018434252421
LAST_TOUCH_CHANNEL,Affiliate,3446,15,0.004352872896111433,435.0919814,23.038138428264652,0.6771622294697817,0.010019787901939907
LAST_TOUCH_CHANNEL,Display,714,3,0.004201680672268907,91.6562,22.668028841316527,0.653641748670271,0.002110762144920983
LAST_TOUCH_CHANNEL,Push Notifications,273,1,0.003663003663003663,12.313625,17.293674621245422,0.5698415244817748,0.000283572017133076
LAST_TOUCH_CHANNEL,Partners,981,2,0.0020387359836901123,30.8376,20.3174753559633,0.31715950292257805,0.000710162964646312
LOGIN_STATUS,Logged-Out,209560,1397,0.006666348539797672,31716.0749942,21.536139249132948,1.0370620845981282,0.7300334459898429
LOGIN_STATUS,Logged-In,88817,521,0.005865994122746771,11728.6125998,21.001215023683528,0.9125535601474523,0.269966554010157
has_loyalty,0,271220,1747,0.006441265393407566,39145.263573899996,21.460335870832168,1.002046634144301,0.9010368296285372
has_loyalty,1,27157,171,0.006296719077954119,4299.4240201,20.54372577676842,0.9795600356218541,0.09896317037146285
has_child_or_infant,1,19218,186,0.00967842647517952,4258.8597271,23.223578229071702,1.5056412181358914,0.0980294706432226
has_child_or_infant,0,279159,1732,0.00620434949258308,39185.8278669,21.24978069630748,0.9651904007030562,0.9019705293567774
pax_bucket,4_plus,15535,217,0.013968458319922755,7068.9051895,24.133318697528164,2.173027470345981,0.16271046199158912
pax_bucket,3,16756,188,0.011219861542134162,5194.5311882,23.805139831373836,1.7454372405408576,0.11956654486145732
pax_bucket,2,64967,509,0.007834746871488602,13095.185555099999,23.24906861750581,1.2188259996215614,0.30142202143280067
pax_bucket,1,201119,1004,0.004992069371864419,18086.0656612,20.356932890242593,0.776599938982685,0.41630097171415276
emd_price_bucket,very_high,141364,1100,0.0077813304660309555,33178.5798684,31.801023426316455,1.2105161837658596,0.7637121107708542
emd_price_bucket,high,62420,407,0.006520346042934957,6253.034378,16.52187519115668,1.0143489526865503,0.14393376999518306
emd_price_bucket,mid,74685,368,0.004927361585325031,3846.7957235,10.244448035633662,0.7665335598250923,0.08854642041194016
emd_price_bucket,low,19789,36,0.0018191924806710798,165.4210241,4.368047039046945,0.28300583670760937,0.003807698822022538
display_position_bucket,6,23034,304,0.0131978813927238,7371.2550085,27.377114449036206,2.0531513328033104,0.16966988179051884
display_position_bucket,2,38740,286,0.00738255033557047,7262.1061799,20.284464173477026,1.1484792604152816,0.1671575187227942
display_position_bucket,3,79554,509,0.006398169796616135,10582.3263269,18.826376491187116,0.9953423928075769,0.24358159565547177
display_position_bucket,5,38429,224,0.005828931275859377,5302.8709581,25.02213464230659,0.9067878140235106,0.12206028519888268
display_position_bucket,4,103403,530,0.005125576627370579,11092.8599269,19.885324087553553,0.7973692269785981,0.2553329426733407
display_position_bucket,1,15217,65,0.004271538410987711,1833.2691937,29.339707257199183,0.6645092890799167,0.04219777595899174
