DTD,FARE_YQ_TICKET,stay_length_days,pax_total,ADULTS,TEENAGERS,CHILDREN,INFANTS,has_child_or_infant,has_teenager,is_logged_in,has_loyalty,segment_count,has_connection,travel_span_hours,HOUR_OF_THE_DAY_PL_TIME,emd_price,display_position,is_hub_caj_route,product,MARKET,LANGUAGE,FLIGHT_TYPE,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,LOGIN_STATUS,origin_area,destination_area,route_direction,origin_prefix,destination_prefix,dtd_bucket,fare_bucket,stay_bucket,first_booking_class,first_rbd,actual_sold,predicted_probability,expected_revenue
259.0,99.7459304,5.517361111111111,2,2,0,0,0,0,0,0,0,2,1,134.5,23.0,72.275625,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BI,120_plus,high,6_8,Y,O,0,0.7449029,53.8383232979849
93.0,41.7369784,6.513888888888889,2,2,0,0,0,0,0,1,0,2,1,158.33333333333334,13.0,85.66,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_02,Round-Trip,apple,Direct,Direct,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,61_120,mid,6_8,Y,W,0,0.62795466,53.79059633374214
29.0,53.480107800000006,5.513888888888889,3,2,1,0,0,0,1,0,0,2,1,134.33333333333334,22.0,85.66,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,15_30,mid,6_8,Y,O,0,0.62777525,53.77522807478905
170.0,44.1671526,5.15625,3,2,1,0,0,0,1,0,0,2,1,125.66666666666667,16.0,85.66,4,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_02,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,120_plus,mid,6_8,Y,O,0,0.62518,53.552919316291806
51.0,40.2327888,5.513888888888889,3,2,1,0,0,0,1,0,0,2,1,134.33333333333334,18.0,85.66,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Paid Search,Paid Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,31_60,mid,6_8,Y,O,0,0.6250673,53.54326437354088
77.0,63.748172,5.159722222222222,4,4,0,0,0,0,0,0,0,2,1,125.75,17.0,85.66,4,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Direct,MetaSearches,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,61_120,high,6_8,Y,O,1,0.624356,53.48233254551887
16.0,94.761375,7.138888888888889,3,1,2,0,0,0,1,1,0,2,1,173.66666666666666,10.0,72.275625,6,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Email,Email,Logged-In,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,15_30,high,6_8,Y,L,0,0.7390792,53.41740946959705
193.0,312.8628708,6.517361111111111,6,6,0,0,0,0,0,1,0,2,1,158.75,13.0,72.275625,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Direct,Paid Search,Logged-In,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,120_plus,very_high,6_8,Y,T,0,0.73862654,53.38469479892403
31.0,200.5540448,78.4375,2,2,0,0,0,0,0,0,0,4,1,1883.5833333333333,11.0,77.094,2,0,SPECIAL EQUIPMENT,LOWER VERTEX,LANG_02,Round-Trip,google,MetaSearches,Paid MetaSearches,Logged-Out,AREA_C,AREA_D,AREA_C_TO_AREA_D,CE,DA,31_60,very_high,30_plus,Y,O,0,0.6894081,53.149229872584336
231.0,32.6638712,6.513888888888889,2,2,0,0,0,0,0,1,0,2,1,158.33333333333334,21.0,85.66,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,apple,Direct,Direct,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,120_plus,low,6_8,Y,U,0,0.62044305,53.14715132832527
