booking_id,product,emd_price,sold,display_position,revenue
21,MEAL,2.82678,0,4,0.0
21,SPECIAL EQUIPMENT,24.091875,0,5,0.0
21,BAGGAGE,9.868032,0,1,0.0
21,FAST TRACK,1.7132,0,2,0.0
21,PET,26.5546,0,6,0.0
21,BUSINESS LOUNGE,19.7018,0,3,0.0
22,MEAL,1.0865971,0,2,0.0
22,PET,28.5401988,0,6,0.0
22,BUSINESS LOUNGE,19.7035132,0,4,0.0
22,FAST TRACK,5.1498792,0,3,0.0
22,BAGGAGE,10.7794544,0,1,0.0
22,SPECIAL EQUIPMENT,19.2400926,0,5,0.0
23,MEAL,2.891025,0,4,0.0
23,FAST TRACK,3.4264,0,2,0.0
23,SPECIAL EQUIPMENT,21.415,0,5,0.0
23,PET,14.60503,0,6,0.0
23,BAGGAGE,5.0779248,0,3,0.0
23,BUSINESS LOUNGE,9.8509,0,1,0.0
24,BAGGAGE,25.132644,0,1,0.0
24,MEAL,1.1101536,0,4,0.0
25,BUSINESS LOUNGE,9.8509,0,2,0.0
25,FAST TRACK,3.4264,0,4,0.0
25,PET,12.0086754,0,5,0.0
25,MEAL,3.4264,0,6,0.0
25,BAGGAGE,10.1918268,0,1,0.0
26,FAST TRACK,3.4264,0,3,0.0
26,MEAL,5.9962,0,5,0.0
26,SPECIAL EQUIPMENT,38.547,0,2,0.0
26,BAGGAGE,22.35726,0,1,0.0
27,BAGGAGE,10.1558496,0,2,0.0
27,MEAL,2.214311,0,1,0.0
27,SPECIAL EQUIPMENT,21.415,0,3,0.0
27,PET,24.224648,0,4,0.0
28,PET,38.1187,0,1,0.0
28,SPECIAL EQUIPMENT,38.6249506,0,3,0.0
28,BAGGAGE,11.709722,0,2,0.0
28,BUSINESS LOUNGE,9.1557691,0,4,0.0
29,BAGGAGE,6.0535922,0,3,0.0
29,FAST TRACK,1.7136283,0,1,0.0
29,MEAL,0.81377,0,4,0.0
30,BAGGAGE,21.6736932,0,1,0.0
30,MEAL,0.7246836,0,2,0.0
30,SPECIAL EQUIPMENT,11.77825,0,5,0.0
30,FAST TRACK,1.7144849,0,3,0.0
31,MEAL,2.3625028,0,1,0.0
31,BUSINESS LOUNGE,9.8517566,0,6,0.0
31,BAGGAGE,4.88262,0,3,0.0
31,FAST TRACK,3.4264,0,2,0.0
31,PET,11.94957,0,5,0.0
31,SPECIAL EQUIPMENT,10.7075,0,4,0.0
32,FAST TRACK,6.8665056,0,3,0.0
32,MEAL,31.0179143,0,2,0.0
32,BAGGAGE,21.864715,0,1,0.0
32,PET,21.0068301,0,5,0.0
33,MEAL,0.6343123,0,5,0.0
33,FAST TRACK,2.775384,0,1,0.0
33,SPECIAL EQUIPMENT,8.566,0,4,0.0
33,PET,16.2754,0,3,0.0
33,BAGGAGE,6.5208675,0,2,0.0
34,BAGGAGE,10.1558496,0,2,0.0
34,MEAL,4.3048433,0,4,0.0
34,SPECIAL EQUIPMENT,12.313625,0,5,0.0
34,PET,51.396,0,3,0.0
34,BUSINESS LOUNGE,19.7018,0,6,0.0
34,FAST TRACK,1.7132,0,1,0.0
35,MEAL,8.8610987,0,1,0.0
35,FAST TRACK,1.7157698,0,2,0.0
35,SPECIAL EQUIPMENT,10.9353556,0,4,0.0
35,PET,11.9924,0,5,0.0
35,BAGGAGE,10.1018838,0,3,0.0
36,BUSINESS LOUNGE,9.8496151,0,1,0.0
36,FAST TRACK,1.7132,0,2,0.0
36,MEAL,1.5859949,0,5,0.0
36,BAGGAGE,10.1558496,0,4,0.0
36,PET,26.5546,0,3,0.0
37,BAGGAGE,4.124529,0,1,0.0
37,MEAL,1.1101536,0,2,0.0
37,PET,8.1377,0,5,0.0
38,MEAL,7.3633336,0,1,0.0
38,BAGGAGE,6.6609216,0,3,0.0
38,FAST TRACK,1.7149132,0,6,0.0
38,BUSINESS LOUNGE,9.8718867,0,4,0.0
38,PET,14.4898173,0,2,0.0
38,SPECIAL EQUIPMENT,21.3404758,0,5,0.0
39,BAGGAGE,9.76524,0,5,0.0
39,FAST TRACK,3.4264,0,3,0.0
39,SPECIAL EQUIPMENT,21.415,0,2,0.0
39,MEAL,1.2716227,0,6,0.0
39,PET,27.077126,1,4,27.077126
40,FAST TRACK,1.7132,0,3,0.0
40,BAGGAGE,5.7657746,0,1,0.0
40,PET,14.2512542,0,6,0.0
41,SPECIAL EQUIPMENT,34.2442982,0,2,0.0
41,BAGGAGE,44.71452,0,1,0.0
41,PET,126.4547184,0,4,0.0
41,FAST TRACK,1.7132,0,3,0.0
41,MEAL,18.4169,0,5,0.0
42,BAGGAGE,11.5478246,0,4,0.0
43,PET,23.9848,0,5,0.0
43,FAST TRACK,3.4264,1,2,3.4264
43,BAGGAGE,10.1558496,0,3,0.0
43,BUSINESS LOUNGE,39.4036,0,6,0.0
43,SPECIAL EQUIPMENT,21.415,0,4,0.0
43,MEAL,6.4703281,0,1,0.0
44,BAGGAGE,13.4404823,0,1,0.0
45,BAGGAGE,10.1395742,0,5,0.0
46,PET,27.7465589,0,2,0.0
46,BUSINESS LOUNGE,9.8954432,0,5,0.0
46,MEAL,0.7263968,0,4,0.0
46,SPECIAL EQUIPMENT,38.37568,0,3,0.0
46,FAST TRACK,1.7140566,0,6,0.0
46,BAGGAGE,5.0526551,0,1,0.0
47,BAGGAGE,7.6888416,0,2,0.0
47,SPECIAL EQUIPMENT,8.9943,0,4,0.0
47,FAST TRACK,3.9652014,0,1,0.0
47,MEAL,1.8639616,0,3,0.0
48,SPECIAL EQUIPMENT,21.415,0,3,0.0
48,BAGGAGE,4.62564,0,1,0.0
48,MEAL,4.193057,0,4,0.0
48,PET,21.58632,0,2,0.0
49,PET,13.2773,0,1,0.0
49,FAST TRACK,1.7132,0,6,0.0
49,MEAL,3.2563649,0,3,0.0
49,BAGGAGE,10.4393842,0,2,0.0
50,PET,26.434676,0,3,0.0
50,SPECIAL EQUIPMENT,10.7075,0,2,0.0
50,BAGGAGE,5.9096834,0,1,0.0
51,SPECIAL EQUIPMENT,10.7075,0,5,0.0
51,BAGGAGE,10.7777412,0,3,0.0
51,FAST TRACK,1.7132,0,2,0.0
51,MEAL,3.417834,0,6,0.0
51,PET,30.006698,0,4,0.0
52,FAST TRACK,1.7132,0,2,0.0
52,PET,11.9924,0,4,0.0
52,BUSINESS LOUNGE,9.8509,0,1,0.0
52,BAGGAGE,10.180691,0,3,0.0
52,MEAL,2.82678,0,6,0.0
52,SPECIAL EQUIPMENT,23.021125,0,5,0.0
53,FAST TRACK,5.1408849,0,6,0.0
53,SPECIAL EQUIPMENT,10.9353556,0,2,0.0
53,PET,26.7524746,0,4,0.0
53,MEAL,5.6132998,0,3,0.0
53,BAGGAGE,5.1396,0,1,0.0
54,SPECIAL EQUIPMENT,10.8334202,0,4,0.0
54,MEAL,1.871671,0,1,0.0
54,BUSINESS LOUNGE,19.723215,0,6,0.0
54,PET,13.19164,0,5,0.0
54,BAGGAGE,4.62564,0,3,0.0
54,FAST TRACK,3.4264,0,2,0.0
55,PET,8.1377,0,3,0.0
55,SPECIAL EQUIPMENT,4.283,0,2,0.0
55,BAGGAGE,8.0374778,0,1,0.0
56,SPECIAL EQUIPMENT,4.283,0,3,0.0
56,BAGGAGE,5.088204,0,1,0.0
56,PET,8.8439667,0,4,0.0
56,MEAL,2.4190384,0,2,0.0
56,FAST TRACK,1.5859949,0,5,0.0
57,MEAL,1.5324574,0,6,0.0
57,FAST TRACK,1.7273339,0,4,0.0
57,PET,26.0603418,0,5,0.0
57,BAGGAGE,9.25128,0,1,0.0
57,BUSINESS LOUNGE,9.8509,0,2,0.0
57,SPECIAL EQUIPMENT,11.77825,0,3,0.0
58,BAGGAGE,6.8528,0,1,0.0
58,SPECIAL EQUIPMENT,42.83,0,2,0.0
59,MEAL,7.1984381,0,2,0.0
59,BAGGAGE,18.8383472,0,1,0.0
59,PET,40.2075191,0,4,0.0
59,SPECIAL EQUIPMENT,19.2735,0,3,0.0
60,MEAL,0.8566,0,6,0.0
60,BAGGAGE,11.1358,0,3,0.0
60,FAST TRACK,1.7132,0,2,0.0
60,SPECIAL EQUIPMENT,21.415,0,5,0.0
60,PET,26.5546,0,4,0.0
61,MEAL,0.783789,0,1,0.0
61,BUSINESS LOUNGE,9.8890187,0,6,0.0
61,PET,28.7706242,0,5,0.0
61,FAST TRACK,3.4229736,0,2,0.0
61,BAGGAGE,10.7734582,0,3,0.0
62,BAGGAGE,12.3834379,0,3,0.0
62,FAST TRACK,3.4264,0,6,0.0
62,MEAL,0.9071394,0,4,0.0
62,PET,11.9924,0,1,0.0
62,SPECIAL EQUIPMENT,10.7850223,0,2,0.0
63,BAGGAGE,7.401024,0,1,0.0
63,PET,8.1377,0,3,0.0
64,SPECIAL EQUIPMENT,24.62725,0,6,0.0
64,BAGGAGE,9.3746304,0,4,0.0
64,MEAL,3.59772,0,5,0.0
64,BUSINESS LOUNGE,19.7018,0,1,0.0
64,PET,12.112324,0,3,0.0
64,FAST TRACK,1.7132,0,2,0.0
65,MEAL,3.1899784,0,2,0.0
65,BAGGAGE,5.5679,1,1,5.5679
65,FAST TRACK,1.7132,0,3,0.0
65,SPECIAL EQUIPMENT,42.83,0,5,0.0
65,PET,38.9753,0,6,0.0
66,SPECIAL EQUIPMENT,23.5565,0,2,0.0
66,BAGGAGE,5.4946607,0,1,0.0
66,PET,14.5390718,0,3,0.0
67,PET,20.1301,0,5,0.0
67,FAST TRACK,1.5859949,0,3,0.0
67,SPECIAL EQUIPMENT,4.283,0,4,0.0
67,MEAL,0.7932116,0,2,0.0
67,BAGGAGE,5.345184,0,1,0.0
68,BAGGAGE,20.04444,0,1,0.0
68,PET,23.9848,0,3,0.0
68,MEAL,1.507616,0,4,0.0
69,FAST TRACK,3.4264,0,6,0.0
69,BAGGAGE,10.1558496,0,2,0.0
69,MEAL,2.44131,0,3,0.0
70,SPECIAL EQUIPMENT,19.1912664,0,1,0.0
70,BUSINESS LOUNGE,9.8658905,0,5,0.0
70,MEAL,4.1862042,0,4,0.0
70,BAGGAGE,10.7794544,0,3,0.0
70,PET,31.5391554,0,2,0.0
70,FAST TRACK,1.7132,0,6,0.0
71,BAGGAGE,12.951792,0,2,0.0
71,SPECIAL EQUIPMENT,10.7075,0,4,0.0
72,FAST TRACK,1.7149132,0,2,0.0
72,SPECIAL EQUIPMENT,21.415,1,6,21.415
72,BAGGAGE,18.7492608,0,4,0.0
72,BUSINESS LOUNGE,10.0663349,0,1,0.0
72,PET,23.9848,0,3,0.0
72,MEAL,1.4159598,0,5,0.0
73,BAGGAGE,36.953724,0,1,0.0
73,MEAL,14.77635,0,4,0.0
73,FAST TRACK,1.7132,0,3,0.0
73,SPECIAL EQUIPMENT,38.5761244,0,2,0.0
73,PET,17.9886,0,5,0.0
74,PET,14.8247479,0,5,0.0
74,MEAL,2.8075065,0,1,0.0
74,FAST TRACK,3.4264,0,2,0.0
74,BAGGAGE,5.4038611,0,3,0.0
74,SPECIAL EQUIPMENT,11.77825,0,4,0.0
74,BUSINESS LOUNGE,9.8324831,0,6,0.0
75,BAGGAGE,5.983351,0,1,0.0
75,SPECIAL EQUIPMENT,10.7075,0,2,0.0
75,PET,11.9924,0,3,0.0
76,BUSINESS LOUNGE,9.8718867,0,5,0.0
76,SPECIAL EQUIPMENT,21.0740732,0,4,0.0
76,FAST TRACK,1.7132,0,6,0.0
76,PET,28.4930858,0,1,0.0
76,BAGGAGE,10.4213956,0,2,0.0
76,MEAL,1.2630567,0,3,0.0
77,SPECIAL EQUIPMENT,10.7075,0,3,0.0
77,BUSINESS LOUNGE,39.4036,0,5,0.0
77,FAST TRACK,1.7132,0,1,0.0
77,BAGGAGE,6.578688,0,2,0.0
77,PET,13.19164,0,4,0.0
78,BAGGAGE,4.522848,0,1,0.0
78,PET,8.1377,0,3,0.0
78,SPECIAL EQUIPMENT,4.3421054,0,2,0.0
79,SPECIAL EQUIPMENT,32.3859045,0,3,0.0
79,BUSINESS LOUNGE,9.8624641,0,5,0.0
79,BAGGAGE,22.695617,0,2,0.0
79,MEAL,0.9221299,0,1,0.0
79,PET,40.9716063,0,4,0.0
79,FAST TRACK,1.7149132,0,6,0.0
80,FAST TRACK,1.7132,0,2,0.0
80,MEAL,11.932438,0,3,0.0
80,BAGGAGE,13.66277,0,1,0.0
80,PET,51.396,0,5,0.0
81,PET,23.9848,0,4,0.0
81,MEAL,1.477635,0,6,0.0
81,FAST TRACK,3.4264,0,2,0.0
81,BAGGAGE,5.01111,0,3,0.0
81,SPECIAL EQUIPMENT,21.415,0,5,0.0
82,BAGGAGE,12.6845328,0,2,0.0
82,MEAL,1.1101536,0,4,0.0
82,PET,8.1377,0,3,0.0
82,FAST TRACK,1.5859949,0,1,0.0
83,PET,8.1377,0,4,0.0
83,SPECIAL EQUIPMENT,4.283,0,3,0.0
83,BAGGAGE,4.377226,0,1,0.0
83,FAST TRACK,4.7575564,0,2,0.0
84,MEAL,7.298232,0,6,0.0
84,PET,30.3159306,0,4,0.0
84,BAGGAGE,10.8428428,0,5,0.0
84,BUSINESS LOUNGE,9.846617,0,1,0.0
84,SPECIAL EQUIPMENT,21.8698546,0,2,0.0
85,FAST TRACK,3.4264,0,4,0.0
85,PET,26.5546,0,5,0.0
85,BAGGAGE,10.02222,1,1,10.02222
85,SPECIAL EQUIPMENT,42.83,0,3,0.0
85,MEAL,3.1899784,0,6,0.0
86,PET,8.1377,0,5,0.0
86,BAGGAGE,20.507004,0,2,0.0
86,MEAL,1.5465913,0,3,0.0
87,BUSINESS LOUNGE,9.8654622,0,6,0.0
87,PET,13.19164,0,5,0.0
87,FAST TRACK,1.7132,0,2,0.0
87,MEAL,0.8934338,0,1,0.0
87,SPECIAL EQUIPMENT,10.7075,0,4,0.0
87,BAGGAGE,10.1558496,0,3,0.0
88,BAGGAGE,10.6483946,0,1,0.0
88,FAST TRACK,5.216694,0,2,0.0
88,MEAL,4.1138215,0,3,0.0
89,BAGGAGE,13.36296,0,2,0.0
89,PET,26.5546,0,5,0.0
89,MEAL,2.31282,0,3,0.0
89,FAST TRACK,4.283,0,1,0.0
90,PET,23.9848,0,3,0.0
90,BAGGAGE,10.1772646,0,1,0.0
90,MEAL,1.62754,0,4,0.0
90,SPECIAL EQUIPMENT,10.7075,0,2,0.0
91,BAGGAGE,10.1558496,0,2,0.0
91,MEAL,2.44131,0,3,0.0
91,FAST TRACK,3.4264,0,6,0.0
92,MEAL,4.4174862,0,4,0.0
92,PET,27.8069492,0,3,0.0
92,BAGGAGE,10.7451904,0,1,0.0
92,SPECIAL EQUIPMENT,19.740347,0,2,0.0
93,MEAL,0.9097092,1,4,0.9097092
93,PET,38.0510286,0,5,0.0
93,BAGGAGE,23.1975846,0,3,0.0
93,BUSINESS LOUNGE,19.6880944,0,6,0.0
93,FAST TRACK,3.4255434,0,2,0.0
94,FAST TRACK,1.7132,0,2,0.0
94,BAGGAGE,18.50256,0,3,0.0
94,PET,26.289054,0,4,0.0
94,BUSINESS LOUNGE,19.7018,0,1,0.0
94,SPECIAL EQUIPMENT,10.7075,0,5,0.0
94,MEAL,1.97018,0,6,0.0
95,SPECIAL EQUIPMENT,21.415,0,5,0.0
95,PET,26.5546,0,2,0.0
95,MEAL,2.3980517,0,4,0.0
95,FAST TRACK,1.7132,0,1,0.0
95,BAGGAGE,9.76524,0,3,0.0
96,BAGGAGE,24.2794704,0,1,0.0
96,PET,76.2374,0,4,0.0
96,FAST TRACK,3.4264,0,3,0.0
96,SPECIAL EQUIPMENT,38.547,0,2,0.0
96,MEAL,36.8338,0,5,0.0
97,BAGGAGE,46.2726754,0,2,0.0
97,SPECIAL EQUIPMENT,38.547,0,4,0.0
97,PET,19.8140146,0,5,0.0
97,MEAL,3.2662158,0,3,0.0
97,FAST TRACK,1.7132,0,1,0.0
98,BAGGAGE,6.6240878,0,2,0.0
98,FAST TRACK,1.7084887,0,1,0.0
99,MEAL,3.649116,0,4,0.0
99,BAGGAGE,4.8123788,0,2,0.0
99,SPECIAL EQUIPMENT,21.415,0,3,0.0
99,PET,26.820146,0,1,0.0
100,SPECIAL EQUIPMENT,21.415,0,3,0.0
100,BAGGAGE,10.7751714,0,2,0.0
100,MEAL,2.167198,0,1,0.0
100,PET,13.2773,0,4,0.0
100,FAST TRACK,1.7132,0,6,0.0
101,BUSINESS LOUNGE,9.8513283,0,1,0.0
101,PET,29.21006,0,4,0.0
101,MEAL,1.62754,0,6,0.0
101,SPECIAL EQUIPMENT,22.2716,0,5,0.0
101,BAGGAGE,10.7751714,0,3,0.0
101,FAST TRACK,1.7132,0,2,0.0
102,FAST TRACK,1.7132,0,3,0.0
102,BAGGAGE,11.6651788,0,1,0.0
102,SPECIAL EQUIPMENT,19.6366984,0,5,0.0
102,BUSINESS LOUNGE,9.8509,0,4,0.0
102,MEAL,12.4207,0,2,0.0
102,PET,28.4939424,0,6,0.0
103,BAGGAGE,9.3746304,0,4,0.0
103,BUSINESS LOUNGE,19.7018,0,1,0.0
103,FAST TRACK,1.7166264,0,2,0.0
103,MEAL,2.214311,0,5,0.0
103,SPECIAL EQUIPMENT,21.415,0,6,0.0
103,PET,29.21006,0,3,0.0
104,FAST TRACK,5.1396,0,2,0.0
104,MEAL,5.01111,0,5,0.0
104,PET,29.21006,0,3,0.0
104,BAGGAGE,6.68148,0,4,0.0
105,PET,26.38328,0,3,0.0
105,SPECIAL EQUIPMENT,42.83,0,6,0.0
105,BAGGAGE,20.1052586,0,4,0.0
105,MEAL,1.41339,0,5,0.0
105,BUSINESS LOUNGE,19.7018,0,1,0.0
105,FAST TRACK,1.7132,0,2,0.0
106,MEAL,2.3487972,0,5,0.0
106,BAGGAGE,41.6753032,0,4,0.0
107,BAGGAGE,10.1558496,0,4,0.0
107,BUSINESS LOUNGE,9.8509,0,1,0.0
107,PET,29.21006,0,3,0.0
107,MEAL,6.158954,0,5,0.0
107,SPECIAL EQUIPMENT,21.415,0,6,0.0
107,FAST TRACK,3.4264,0,2,0.0
108,PET,22.6999,0,6,0.0
108,BUSINESS LOUNGE,9.8509,0,1,0.0
108,SPECIAL EQUIPMENT,21.415,0,3,0.0
108,MEAL,6.12469,0,5,0.0
108,BAGGAGE,31.73703,0,4,0.0
109,MEAL,2.82678,0,2,0.0
109,BAGGAGE,5.9225324,1,1,5.9225324
109,PET,15.187518,0,4,0.0
109,SPECIAL EQUIPMENT,9.7900814,0,3,0.0
110,FAST TRACK,1.7200528,0,2,0.0
110,PET,40.9716063,0,5,0.0
110,BUSINESS LOUNGE,9.8624641,0,6,0.0
110,SPECIAL EQUIPMENT,32.3859045,0,4,0.0
110,MEAL,0.818053,0,1,0.0
110,BAGGAGE,11.9979679,0,3,0.0
111,BUSINESS LOUNGE,19.7018,0,1,0.0
111,MEAL,2.5509548,0,6,0.0
111,BAGGAGE,11.718288,0,3,0.0
111,FAST TRACK,1.7106302,0,2,0.0
111,PET,23.744952,0,4,0.0
111,SPECIAL EQUIPMENT,10.7075,0,5,0.0
112,BAGGAGE,4.7935336,0,2,0.0
112,PET,23.2811031,0,4,0.0
112,BUSINESS LOUNGE,9.8521849,0,5,0.0
112,SPECIAL EQUIPMENT,37.6424304,0,3,0.0
112,MEAL,1.4043957,0,1,0.0
113,BAGGAGE,10.92165,0,2,0.0
113,FAST TRACK,1.7132,0,6,0.0
113,SPECIAL EQUIPMENT,96.3675,0,3,0.0
113,PET,23.9848,0,4,0.0
113,BUSINESS LOUNGE,19.7043698,0,5,0.0
113,MEAL,1.272051,0,1,0.0
114,PET,51.396,0,5,0.0
114,BAGGAGE,22.6553568,0,2,0.0
114,SPECIAL EQUIPMENT,38.547,0,4,0.0
114,FAST TRACK,1.7170547,0,1,0.0
114,MEAL,9.1077995,0,3,0.0
115,FAST TRACK,1.7213377,0,2,0.0
115,MEAL,3.4431037,0,1,0.0
115,BAGGAGE,10.1729816,0,3,0.0
115,BUSINESS LOUNGE,9.8521849,0,6,0.0
115,SPECIAL EQUIPMENT,21.415,0,4,0.0
115,PET,27.231314,0,5,0.0
116,FAST TRACK,1.7200528,0,2,0.0
116,MEAL,1.4485106,0,5,0.0
116,PET,14.3035068,0,3,0.0
116,SPECIAL EQUIPMENT,21.415,0,6,0.0
116,BAGGAGE,6.68148,0,4,0.0
117,BAGGAGE,9.76524,0,3,0.0
117,SPECIAL EQUIPMENT,17.21766,0,4,0.0
117,PET,25.8187806,0,5,0.0
117,FAST TRACK,1.7132,0,2,0.0
117,MEAL,1.15641,0,1,0.0
118,PET,11.872476,0,4,0.0
118,FAST TRACK,1.7132,0,6,0.0
118,BAGGAGE,13.02032,0,1,0.0
118,SPECIAL EQUIPMENT,9.8890187,0,3,0.0
118,MEAL,2.2155959,0,2,0.0
118,BUSINESS LOUNGE,9.8898753,0,5,0.0
119,MEAL,1.49905,0,5,0.0
119,BAGGAGE,10.1558496,0,4,0.0
119,SPECIAL EQUIPMENT,11.2964125,0,6,0.0
119,PET,29.21006,0,3,0.0
119,BUSINESS LOUNGE,19.7018,0,1,0.0
119,FAST TRACK,1.7132,0,2,0.0
120,MEAL,1.3988278,0,3,0.0
120,FAST TRACK,1.7161981,0,6,0.0
120,BAGGAGE,10.446237,0,2,0.0
120,PET,23.9848,0,1,0.0
121,BAGGAGE,12.0198112,1,1,12.0198112
121,PET,13.19164,0,6,0.0
121,FAST TRACK,1.7093453,0,3,0.0
122,BAGGAGE,4.8076675,0,3,0.0
122,BUSINESS LOUNGE,9.8264869,0,6,0.0
122,MEAL,0.8000644,0,1,0.0
122,PET,26.3601518,0,5,0.0
122,FAST TRACK,1.7196245,0,2,0.0
123,FAST TRACK,5.1396,0,3,0.0
123,SPECIAL EQUIPMENT,38.5761244,0,2,0.0
123,BAGGAGE,44.71452,1,1,44.71452
123,MEAL,14.77635,0,4,0.0
123,PET,22.48575,0,5,0.0
124,MEAL,2.1740508,0,4,0.0
124,FAST TRACK,1.6964963,0,6,0.0
124,BUSINESS LOUNGE,9.8277718,0,5,0.0
124,BAGGAGE,5.35375,0,1,0.0
124,PET,14.3668952,0,2,0.0
124,SPECIAL EQUIPMENT,21.496377,0,3,0.0
125,MEAL,4.4016391,0,6,0.0
125,BUSINESS LOUNGE,39.4036,0,1,0.0
125,BAGGAGE,9.76524,0,3,0.0
125,FAST TRACK,1.7132,0,2,0.0
125,PET,26.5546,0,4,0.0
125,SPECIAL EQUIPMENT,23.021125,0,5,0.0
126,BUSINESS LOUNGE,19.7018,0,1,0.0
126,SPECIAL EQUIPMENT,21.415,0,6,0.0
126,PET,23.9848,0,3,0.0
126,MEAL,17.885808,0,5,0.0
126,BAGGAGE,9.868032,0,4,0.0
126,FAST TRACK,1.7136283,0,2,0.0
127,BAGGAGE,9.63675,1,3,9.63675
127,MEAL,1.19924,0,6,0.0
127,FAST TRACK,3.4264,0,2,0.0
127,SPECIAL EQUIPMENT,10.7075,0,5,0.0
